0	0
0	1
5	||
0	2
5	&&
0	3
7	&
0	4
7	|
0	5
3	6
3	7
6	>
0	8
6	<
2	9
0	10
12	(
12	)
0	11
2	12
2	13
1	14
0	15
12	{
1	16
0	17
12	}
0	18
4	/
0	19
4	+
0	20
4	-
0	21
4	*
